id,taxonomy_recordid,taxonomy_name,taxonomy_parent_name,taxonomy_grandparent_name,taxonomy_vocabulary,taxonomy_x_description,taxonomy_x_notes,taxonomy_services,taxonomy_parent_recordid,taxonomy_facet,category_id,taxonomy_id,flag
823,197,"Inpatient Substance Use Disorder Treatment Facilities",,"Mental Health",,,,,,"Organization/Facility Type",RX-8450.3300,RX-8450.3300,
824,1176,"Residential Substance Use Disorder Treatment Facilities",,"Mental Health",,,,,,"Organization/Facility Type",RX-8450.7000,RX-8450.7000,
825,603,"Transitional Residential Substance Use Disorder Services",,"Mental Health",,,,,,Service,RX-8500,RX-8500,
826,1014,"Community Calendars",,,,,,,,Service,TJ-6500.1000,TJ-6500.1000,
827,1371,"Climate Change Prevention Programs",,,,,,,,Service,JD-6500.0500-150,JD-6500.0500-150,
828,1158,"Animal Licenses",,,,,,,,Service,PD-0700.0600,PD-0700.0600,
829,1436,"AARP Tax Aide Program Sites",,,,,,,,"Named Programs",DT-8800.0100-100,DT-8800.0100-100,
830,142,"Charities/Grantmaking Organizations",,,,,,,,"Organization/Facility Type",TD-1200,TD-1200,
831,320,"Legislative Advocacy",,,,,,,,"Modality/Delivery Format",FP-0500.4500,FP-0500.4500,
832,1228,"Blood Pressure Screening",,"Diagnostic Centers",,,,,,Service,LF-4900.1000,LF-4900.1000,modified
833,235,"Thanksgiving Baskets",,,,,,,,Service,PH-2950.8500-850,PH-2950.8500-850,
834,324,Radiology,,Health,,,,,,Service,LV-7500,LV-7500,
835,524,"Autopsy Records",,,,,,,,Service,DF-7000.1700-050,DF-7000.1700-050,
836,526,"Forensic Dentistry",,Health,,,,,,Service,LV-1600.2300,LV-1600.2300,
837,527,"Coroner Services",,,,,,,,Service,PB-1600,PB-1600,
838,528,"Cremation Services",,,,,,,,Service,PB-5000.1550,PB-5000.1550,
839,1327,"Evacuation Centers",,,,,,,,"Organization/Facility Type",TH-2300.1670,TH-2300.1670,
840,99,"Residential Alcohol Use Disorder Treatment Facilities",,"Mental Health",,,,,,"Organization/Facility Type",RX-8450.7000-700,RX-8450.7000-700,
841,100,"Residential Drug Use Disorder Treatment Facilities",,"Mental Health",,,,,,"Organization/Facility Type",RX-8450.7000-750,RX-8450.7000-750,
842,542,"GED/High School Equivalency Test Instruction",,"Tutoring and Academic Mentoring",,,,,,Service,HH-0500.2500-250,HH-0500.2500-250,modified
843,145,"Subject Tutoring",,"Tutoring and Academic Mentoring",,,,,,Service,HL-8700.8000,HL-8700.8000,modified
844,556,"Charter Schools",,"Education and Training",,,,,,"Organization/Facility Type",HD-0500.1500,HD-0500.1500,modified
845,366,"Nutrition Assessment Services",,Health,,,,,,Service,LF-4900.6200,LF-4900.6200,
846,722,"CPR Instruction",,Health,,,,,,Service,LH-2700.2000-150,LH-2700.2000-150,
847,1181,"Employment Related Fingerprinting",,,,,,,,Service,ND-1600.1700,ND-1600.1700,
848,1254,"Pre-Employment Background Checks",,,,,,,,Service,ND-1600.6500,ND-1600.6500,
849,870,"Geriatric Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-270,RP-1400.8000-270,
850,1005,"Pro-Life Pregnancy Counseling",,Health,,,,,,Service,LJ-2000.6500-700,LJ-2000.6500-700,
851,851,"Credentialing Program Evaluation","Organizational/Community/International Services",,"Open211 Miami - AIRS",,,,T,Service,TP-1850.1700,TP-1850.1700,
852,1106,"Mortgage Payment Assistance",,"Emergency Assistance (Utility/Financial Assistance)",,,,,,Service,BH-3800.5000,BH-3800.5000,modified
853,70,"Psychiatric Disorder Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-675,RP-1400.8000-675,
854,68,"Substance Use Disorder Counseling",,"Mental Health",,,,,,Service,RX-8450.8000,RX-8450.8000,
855,1266,"Affordable Care Act Qualified Health Plans",,Health,,,,,,Service,LH-3000.0200,LH-3000.0200,
856,1263,"Health Insurance Marketplaces",,Health,,,,,,"Organization/Facility Type",LH-3000.3050,LH-3000.3050,
857,1028,"Certified Application Counselor Programs",,Health,,,,,,Service,LH-3500.0200-140,LH-3500.0200-140,
858,571,"In Person Assister Programs",,Health,,,,,,Service,LH-3500.0200-330,LH-3500.0200-330,
859,1265,"Navigator Programs",,Health,,,,,,Service,LH-3500.0200-600,LH-3500.0200-600,
860,286,"Psychiatric Rehabilitation",,"Mental Health",,,,,,Service,RP-6400.8000-660,RP-6400.8000-660,
861,831,"Day Camps",,,,,,,,"Organization/Facility Type",PL-6400.1500-180,PL-6400.1500-180,
862,680,"Assistive Technology Equipment",,Health,,,,,,Service,LH-0600,LH-0600,
863,907,Osteopathy,,Health,,,,,,Service,LV-6300,LV-6300,
864,1230,"Vitreo Retinal Services",,Health,,,,,,Service,LV-2400.6300-900,LV-2400.6300-900,
865,1231,"Glaucoma Treatment",,Health,,,,,,Service,LV-2400.6300-250,LV-2400.6300-250,
866,828,"Early Head Start Sites",,Headstart,,,,,,"Named Programs",HD-1800.1800-200,HD-1800.1800-200,modified
867,1450,"Marriage and Family Therapist Referrals",,"Mental Health",,,,,,Service,RR-8500.5000,RR-8500.5000,
868,1444,"Solution Focused Therapy",,"Mental Health",,,,,,Service,RD-8000,RD-8000,
869,1451,"Rational Emotive Therapy",,"Mental Health",,,,,,Service,RD-7000,RD-7000,
870,1201,Meditation,,,,,,,,Service,PV-3300.5000,PV-3300.5000,
871,788,Volleyball,,,,,,,,Service,PL-7000.8900-900,PL-7000.8900-900,
872,421,"General Arts and Crafts",,"Arts and Culture",,,,,,Service,PL-7400.0500-260,PL-7400.0500-260,modified
873,575,"Low Income/Subsidized Rental Housing",,Housing,,,,,,"Organization/Facility Type",BH-7000.4600,BH-7000.4600,modified
874,969,"Sexually Transmitted Disease Control",,,,,,,,Service,JP-1500.1700-750,JP-1500.1700-750,
875,970,"Ebola Control",,,,,,,,Service,JP-1500.1700-200,JP-1500.1700-200,
876,971,"Influenza Control",,,,,,,,Service,JP-1500.1700-330,JP-1500.1700-330,
877,1224,"Families of Inmates Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.4500-230,PN-8100.4500-230,
878,226,"Citizenship Test Preparation",,,,,,,,Service,HL-8500.1400,HL-8500.1400,
879,1389,"Absentee Ballots",,,,,,,,Service,TQ-1800.0500,TQ-1800.0500,
880,973,"Election Information",,,,,,,,Service,TQ-1800.1600,TQ-1800.1600,
881,1390,"Voter Registration Offices",,,,,,,,"Organization/Facility Type",TQ-1800.9000,TQ-1800.9000,
882,882,"Public Schools",Education,,"Open211 Miami - AIRS",,,,H,"Organization/Facility Type",HD-8000,HD-8000,
883,903,"211 Systems",,,,,,,,"Organization/Facility Type",TJ-3000.8500,TJ-3000.8500,
884,1168,"Community Foundations",,,,,,,,"Organization/Facility Type",TD-1200.6600-150,TD-1200.6600-150,
885,1169,"Board Organization Assistance",,,,,,,,Service,TP-1000.2500,TP-1000.2500,
886,1170,"Grant Administration Assistance",,,,,,,,Service,TP-2100.0250-400,TP-2100.0250-400,
887,1171,"Program Development Funds",,,,,,,,Service,TB-0700.2200-660,TB-0700.2200-660,
888,663,"Urine Tests",,Health,,,,,,Service,LF-5280.8900,LF-5280.8900,
889,141,"Crime Victim Compensation",,,,,,,,Service,FN-1900.1500,FN-1900.1500,
890,295,"Printed Materials",,,,,,,,Service,TJ-6500.6700,TJ-6500.6700,
891,976,"American Sign Language Instruction",,Health,,,,,,Service,LR-8000.0500-800.05,LR-8000.0500-800.05,
892,1281,"Special Needs Job Development",,,,,,,,Service,ND-3400.8000,ND-3400.8000,
893,1282,"Health Related Advocacy Groups",,,,,,,,"Organization/Facility Type",TD-1600.2570,TD-1600.2570,
894,631,"Disability Rights Groups",,,,,,,,"Organization/Facility Type",TD-1600.3100-180,TD-1600.3100-180,
895,803,"Senior Housing Information and Referral",,Housing,,,,,,Service,BH-8500.8000,BH-8500.8000,modified
896,1259,"Prescription Drug Discount Cards",,Health,,,,,,Service,LH-6700.6250,LH-6700.6250,
897,672,"Child Custody/Visitation Assistance",,"Family Law Matters",,,,,,Service,FT-3000.1500,FT-3000.1500,modified
898,264,"Bankruptcy Assistance",,,,,,,,Service,DM-1800.1000,DM-1800.1000,
899,953,"Reverse Mortgage Programs",,Health,,,,,,Service,LH-4000.7000,LH-4000.7000,
900,956,"Directory Assistance",,,,,,,,Service,TJ-3200.1600,TJ-3200.1600,
901,937,"Job Development",,,,,,,,Service,ND-3400,ND-3400,
902,938,"Welfare to Work Programs",,,,,,,,Service,ND-6500.9500,ND-6500.9500,
903,659,"Epidemiology Research",,,,,,,,Service,TR-1000.2000,TR-1000.2000,
904,652,"Environmental Hazards Evaluation",,,,,,,,Service,JP-6500.1800,JP-6500.1800,
905,653,"Environmental Hazards Reporting",,,,,,,,Service,JP-6500.2000,JP-6500.2000,
906,1394,"Home Glucose Monitoring Systems",,Health,,,,,,Service,LH-5000.5100-350,LH-5000.5100-350,
907,1395,"Insulin Injection Supplies",,Health,,,,,,Service,LH-5000.3400,LH-5000.3400,
908,1257,"Housing Advocacy Groups",,Housing,,,,,,"Organization/Facility Type",TD-1600.2800,TD-1600.2800,modified
909,1396,"Disability Related Sports",,,,,,,,Service,PL-7000.3150,PL-7000.3150,
910,1096,"Veteran Reintegration Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-900,RP-1400.8000-900,
911,357,"General Recreational Activities/Sports",,"Community Youth Programs/Sport Activities",,,,,,Service,PL-7000.4360,PL-7000.4360,modified
912,712,"Children's State/Local Health Insurance Programs",,,,,,,,Service,NL-5000.8000-150,NL-5000.8000-150,
913,588,"Therapeutic Camps",,,,,,,,"Organization/Facility Type",PL-6400.1500-850,PL-6400.1500-850,
914,714,"Youth/Student Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.4500-950,PN-8100.4500-950,
915,393,"Adolescent Psychiatric Inpatient Units",,"Mental Health",,,,,,"Organization/Facility Type",RM-3300.6600-050,RM-3300.6600-050,
916,1172,"Sexual/Love Addiction Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.0500-800,PN-8100.0500-800,
917,1138,"Families/Friends of Individuals With an Alcohol Use Disorder Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.0500-230,PN-8100.0500-230,
918,1139,"Equestrian Therapy",,"Mental Health",,,,,,Service,RP-8000.1925,RP-8000.1925,
919,1141,"Pet Therapy",,,,,,,,Service,PD-9000.6600,PD-9000.6600,
920,1142,"Families/Friends of Individuals With a Drug Use Disorder Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.0500-235,PN-8100.0500-235,
921,1155,"Foster Grandparent Program",,"Foster Parents",,,,,,"Named Programs",ND-9200.8000-200,ND-9200.8000-200,modified
922,547,"Automotive Body Repair/Painting",,,,,,,,Service,BM-7000.0500-050,BM-7000.0500-050,
923,548,"Automotive Systems Repair",,,,,,,,Service,BM-7000.0500-100,BM-7000.0500-100,
924,301,"Chronic Disease Self Management Programs",,Health,,,,,,Service,LH-2700.1540,LH-2700.1540,
925,500,"Adult Basic Education",,"Education and Training",,,,,,Service,HH-0500.0500,HH-0500.0500,modified
926,543,"Child Care Provider Training",,,,,,,,Service,JR-8200.1500-150,JR-8200.1500-150,
927,1400,Colposcopy,,Health,,,,,,Service,LF-4900.1500-200,LF-4900.1500-200,
928,1399,Softball,,,,,,,,Service,PL-7000.8900-830,PL-7000.8900-830,
929,1148,Sterilization,,Health,,,,,,Service,LJ-2000.1000-800,LJ-2000.1000-800,
930,731,"Christmas Baskets",,,,,,,,Service,PH-2950.1500-120,PH-2950.1500-120,
931,532,Surgery,,Health,,,,,,Service,LV-8300,LV-8300,
932,935,"Spine Rehabilitation",,Health,,,,,,Service,LR-1570.8450,LR-1570.8450,
933,1401,"State Medicaid Waiver Programs",,,,,,,,"Named Programs",NL-5000.5000-800,NL-5000.5000-800,
934,505,"Children's Rights Groups",,,,,,,,"Organization/Facility Type",TD-1600.3100-140,TD-1600.3100-140,
935,1402,"Maternity Homes",,Health,,,,,,"Organization/Facility Type",LJ-5000.5000,LJ-5000.5000,
936,1403,"Maternity Clothing Donation Programs",,,,,,,,Service,TI-1800.1500-500,TI-1800.1500-500,
937,352,"Children's Furniture",,,,,,,,Service,BM-3000.2000-140,BM-3000.2000-140,
938,353,"Child Transportation Programs",,,,,,,,Service,BT-4500.6500-120,BT-4500.6500-120,
939,354,"School Clothing",,,,,,,,Service,BM-6500.1500-800,BM-6500.1500-800,
940,633,"Ticket to Work/Self Sufficiency Program",,,,,,,,"Named Programs",ND-6500.8870,ND-6500.8870,
941,634,"Activities of Daily Living Assessment",,Health,,,,,,Service,LF-0100,LF-0100,
942,53,"Community Action/Social Advocacy Groups",,,,,,,,"Organization/Facility Type",TD-1600,TD-1600,
943,1053,"General Mental Health Information/Education",,"Mental Health",,,,,,Service,RR-5150.2500,RR-5150.2500,
944,612,"Fundraising Campaigns",,,,,,,,Service,TB-0700.2200-190,TB-0700.2200-190,
945,118,"Diagnostic Imaging/Radiology",,Health,,,,,,Service,LF-4800,LF-4800,
946,934,"Swing Bed Care Facilities",,Health,,,,,,"Organization/Facility Type",LL-3000.8300,LL-3000.8300,
947,187,"General Bereavement Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.1000-250,PN-8100.1000-250,
948,1090,"Caregiver/Care Receiver Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.1400,PN-8100.1400,
949,1407,"Home Telemedicine",,Health,,,,,,Service,LV-8500.3000,LV-8500.3000,
950,1408,"Professional Continuing Education",,,,,,,,Service,HH-0500.1600-650,HH-0500.1600-650,
951,1079,"Internet Service Providers",,,,,,,,"Organization/Facility Type",TJ-1800.6500-330,TJ-1800.6500-330,
952,372,"Social Skills Training",,,,,,,,Service,PH-6200.8300,PH-6200.8300,
953,947,"Out of Home Respite Care",,,,,,,,Service,PH-7000.6000,PH-7000.6000,
954,1222,"General Benefits Assistance",,,,,,,,Service,FT-1000.2500,FT-1000.2500,
955,1440,"Veterinary Care Expense Assistance",,,,,,,,Service,PD-9000.9000,PD-9000.9000,
956,480,"Cancer Clinics",,Health,,,,,,Service,LT-1750.1500,LT-1750.1500,
957,876,"Water Service Payment Assistance",,"Emergency Assistance (Utility/Financial Assistance)",,,,,,Service,BV-8900.9300-950,BV-8900.9300-950,modified
958,629,"Alternative Dispute Resolution",,,,,,,,"Modality/Delivery Format",FP-0700,FP-0700,
959,176,"Crime Reporting",,,,,,,,Service,FN-1700,FN-1700,
960,241,"General Sexuality/Reproductive Health Education",,Health,,,,,,Service,LJ-8000.2500,LJ-8000.2500,
961,243,"Sexuality Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-815,RP-1400.8000-815,
962,779,"Arts/Humanities Councils",,"Arts and Culture",,,,,,"Organization/Facility Type",TD-1400.0400,TD-1400.0400,modified
963,864,"Medical Associations",,,,,,,,"Organization/Facility Type",TN-5000,TN-5000,
964,1216,"Bicycle Safety Education",,,,,,,,Service,JR-8200.8500-100,JR-8200.8500-100,
965,1217,"Cycling Equipment",,,,,,,,Service,PL-7200.8000-150,PL-7200.8000-150,
966,1218,"Transportation Advocacy Groups",,,,,,,,Service,TD-1600.8500,TD-1600.8500,
967,918,"Veteran Home Loans",,,,,,,,Service,BH-3500.3400-900,BH-3500.3400-900,
968,919,"Veteran Education Benefits",,,,,,,,Service,HL-8000.1800-900,HL-8000.1800-900,
969,751,"Labor Standards and Practices",,,,,,,,Service,DF-8000.4500,DF-8000.4500,
970,248,"Preconception Care",,Health,,,,,,Service,LJ-5000.6570,LJ-5000.6570,
971,1125,"Disability Related Social Clubs",,,,,,,,"Organization/Facility Type",PS-8000.1800,PS-8000.1800,
972,1067,"Child Development Classes",,"Parenting Skills (Education)",,,,,,Service,PH-6100.1500,PH-6100.1500,modified
973,1245,"Community Theater Groups",,,,,,,,"Organization/Facility Type",PS-8200.1425,PS-8200.1425,
974,1246,"Theater Performances",,,,,,,,Service,TA-8500,TA-8500,
975,1165,"Children's Theater Productions",,,,,,,,Service,TA-8500.1200,TA-8500.1200,
976,1247,"Acting Instruction",,,,,,,,Service,PL-7400.0300,PL-7400.0300,
977,539,"Alcohol/Drug Impaired Driving Prevention",,"Mental Health",,,,,,Service,RX-8250.0550,RX-8250.0550,
978,280,"Substance Use Disorder Intervention Programs",,"Mental Health",,,,,,Service,RX-8470.8400,RX-8470.8400,
979,388,"Health Care Referrals",,Health,,,,,,Service,LH-2600,LH-2600,
980,1366,Biofeedback,,Health,,,,,,Service,LT-0500.1000,LT-0500.1000,
981,1227,"Mental Health Occupational Therapy",,Health,,,,,,Service,LR-6200.5000,LR-6200.5000,
982,1229,"Eye Examinations",,Health,,,,,,Service,LF-4900.1980,LF-4900.1980,
983,1431,"Internship Programs",,,,,,,,"Modality/Delivery Format",ND-2000.3500-330,ND-2000.3500-330,
984,363,"General Dentistry",,Health,,,,,,Service,LV-1600.2400,LV-1600.2400,
985,1091,"Geriatric Medicine",,Health,,,,,,Service,LV-3300.2900,LV-3300.2900,
986,1184,"Directory/Resource List Publication",,,,,,,,Service,TJ-6500.1700,TJ-6500.1700,
987,1071,"Wild Animal Preservation/Protection",,,,,,,,Service,JD-1500.9600-900,JD-1500.9600-900,
988,936,"Wildlife Refuges",,,,,,,,"Organization/Facility Type",JD-1500.9600-950,JD-1500.9600-950,
989,1072,"Wildlife Viewing Excursions",,,,,,,,Service,PL-7600.9300,PL-7600.9300,
990,990,"Children's Clothing Donation Programs","Organizational/Community/International Services",,"Open211 Miami - AIRS",,,,T,Service,TI-1800.1500-150,TI-1800.1500-150,
991,148,"General Clothing Donation Programs",,,,,,,,Service,TI-1800.1500-250,TI-1800.1500-250,
992,44,"Neighborhood Revitalization",,,,,,,,Service,TB-7000.6000,TB-7000.6000,
993,1433,"Hazardous Materials Control",,,,,,,,Service,JD-6500.1800,JD-6500.1800,
994,791,"Family Preservation Programs",,,,,,,,Service,PH-2360.2350,PH-2360.2350,
995,616,Scholarships,,"Education and Training",,,,,,Service,HL-8000.8000,HL-8000.8000,modified
996,1369,"Birthday Programs",,,,,,,,Service,PH-2950.1000,PH-2950.1000,
997,293,"Ethnic Advocacy Groups",,,,,,,,"Organization/Facility Type",TD-1600.3100-200,TD-1600.3100-200,
998,1205,"Human Trafficking Shelters",,,,,,,,Service,BH-1800.1500-308,BH-1800.1500-308,
999,568,"Urgent Care Centers",,Health,,,,,,"Organization/Facility Type",LN-8500,LN-8500,
1000,692,"Juvenile Delinquency Diversion Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-370,RP-1400.8000-370,
1001,1438,"Resume Preparation Assistance",,,,,,,,Service,ND-2000.6500-700,ND-2000.6500-700,
1002,804,"Clothing Vouchers",,,,,,,,Service,BM-6500.1500-130,BM-6500.1500-130,
1003,1441,"Clinical Trials Research Projects",,Health,,,,,,Service,LT-1530.1550,LT-1530.1550,
1004,1046,"Notary Public Services",,,,,,,,Service,FT-6100,FT-6100,
1005,1007,"Nursing Registries",,Health,,,,,,Service,LH-2600.6050,LH-2600.6050,
1006,14,"Youth Business Programs",,,,,,,,Service,PS-9800.9700,PS-9800.9700,
1007,1442,"Complaint Issuance",,,,,,,,Service,FJ-1500,FJ-1500,
1008,1255,"Criminal Record Expungement Assistance",,,,,,,,Service,FT-2800.1500,FT-2800.1500,
1009,1009,"Staff Orientation and Training Development","Organizational/Community/International Services",,"Open211 Miami - AIRS",,,,T,Service,TP-3000.8000-750,TP-3000.8000-750,
1010,1054,"Asthma Clinics",,Health,,,,,,Service,LT-1750.0650,LT-1750.0650,
1011,1055,"Allergy Specialty",,Health,,,,,,Service,LV-0500,LV-0500,
1012,1443,"Transpersonal Therapy",,"Mental Health",,,,,,Service,RD-3000.8500,RD-3000.8500,
1013,1445,"Existential Therapy",,"Mental Health",,,,,,Service,RD-3000.1800,RD-3000.1800,
1014,1449,"Respiratory Therapy",,Health,,,,,,Service,LR-1570.7000-700,LR-1570.7000-700,
1015,1487,"Job Readiness",,"Employment Training",,,,,,Service,ND-2000.6500-360,ND-2000.6500-360,modified
1016,1448,"Tax Preparation Assistance",,,,,,,,Service,DT-8800,DT-8800,
1017,450,"Developmental Disabilities Activity Centers",,Health,,,,,,"Organization/Facility Type",LR-3100.1800-130,LR-3100.1800-130,
1018,146,"Career Development",,,,,,,,Service,ND-2000.1500,ND-2000.1500,
1019,364,"Postpartum Care",,Health,,,,,,Service,LJ-5000.6500,LJ-5000.6500,
1020,299,"General Medical Care",,Health,,,,,,Service,LE,LE,
1021,859,"General Assessment for Substance Use Disorders",,"Mental Health",,,,,,Service,RX-0400.2500,RX-0400.2500,
1022,516,"Mental Health Drop In Centers",,"Mental Health",,,,,,"Organization/Facility Type",RM-6500.5000,RM-6500.5000,
1023,799,"Entrepreneurial Training",,,,,,,,Service,TB-0900.0650-200,TB-0900.0650-200,
1024,1276,"Friendly Visiting",,,,,,,,Service,PH-1400.1900-230,PH-1400.1900-230,
1025,698,"Communication Training",,,,,,,,Service,PH-6200.1500,PH-6200.1500,
1026,1501,"Holocaust Survivors Compensation/Restitution Assistance",,,,,,,,Service,FT-1000.3000,FT-1000.3000,
1027,1503,"Kosher Food",,,,,,,,Service,BD-1800.8200-380,BD-1800.8200-380,
1028,1502,"Dietary Services",,Health,,,,,,Service,LH-2700.6000-170,LH-2700.6000-170,
1029,1385,"Sign Language Instruction",,Health,,,,,,Service,LR-8000.0500-800,LR-8000.0500-800,
1030,658,"Volunteer Recruitment/Placement",,,,,,,,Service,PW-9000,PW-9000,
1031,1504,"Student Counseling Services",,,,,,,,Service,HL-8120.7950,HL-8120.7950,
1032,992,"Disaster Claims Information",,,,,,,,Service,TH-2900.1650,TH-2900.1650,
1033,1042,"Occupational Health and Safety",,,,,,,,Service,JP-6300,JP-6300,
1034,23,"Crime Victim Support",,,,,,,,Service,FN-1900,FN-1900,
1035,36,"Housing Complaints",,Housing,,,,,,Service,DD-1500.4650,DD-1500.4650,modified
1036,1041,"Job Corps",,,,,,,,"Named Programs",ND-6500.3500,ND-6500.3500,
1037,220,"Food Vouchers",,,,,,,,Service,BD-1800.2250,BD-1800.2250,
1038,48,"Intelligence Testing",,,,,,,,Service,HL-2000.3300,HL-2000.3300,
1039,52,"Neighborhood Watch Programs",,,,,,,,Service,FN-1500.1550-600,FN-1500.1550-600,
1040,54,"Landlord/Tenant Assistance",,,,,,,,Service,FT-4500,FT-4500,
1041,1220,"Historic Districts/Sites",,,,,,,,"Organization/Facility Type",PL-7600.3000-350,PL-7600.3000-350,
1042,37,"Landlord/Tenant Dispute Resolution",,,,,,,,Service,FT-4500.4600,FT-4500.4600,
1043,1219,"History Museums",,,,,,,,"Organization/Facility Type",TA-5500.3000,TA-5500.3000,
1044,980,"Blood Donor Stations",,Health,,,,,,"Organization/Facility Type",LH-0500.0900-150,LH-0500.0900-150,
1045,265,"Child Care Expense Assistance",,"Child Care",,,,,,Service,NL-3000.1500,NL-3000.1500,modified
1046,1202,"Summer Food Service Programs",,,,,,,,"Named Programs",BD-5000.8500,BD-5000.8500,
1047,1318,"Divorce/Custody Investigation",,,,,,,,Service,FJ-1750,FJ-1750,
1048,297,"Intensive Care",,Health,,,,,,Service,LD-3300,LD-3300,
1049,304,"Adolescent Medicine",,Health,,,,,,Service,LV-6800.0300,LV-6800.0300,
1050,316,"Adoption Services",,,,,,,,Service,PH-0300,PH-0300,
1051,312,"Alternative Education",,,,,,,,Service,HD-0500,HD-0500,
1052,314,"Leadership Development",,"Community Youth Programs/Sport Activities",,,,,,Service,PH-6200.4500,PH-6200.4500,modified
1053,323,"Staff Development Services",,,,,,,,Service,TP-3000.8000,TP-3000.8000,
1054,317,"Parental Visitation Facilitation",,,,,,,,Service,PH-6000,PH-6000,
1055,1367,"Disaster Preparedness",,,,,,,,Service,TH-1700,TH-1700,
1056,338,"Child Care Providers",,,,,,,,Service,PH-1250,PH-1250,
1057,762,"Foster Parent/Family Recruitment",,"Family Law Matters",,,,,,Service,PH-2400.2000,PH-2400.2000,modified
1058,348,"Speech and Hearing",,Health,,,,,,Service,LR-8000,LR-8000,
1059,350,"Children's Clothing",,,,,,,,Service,BM-6500.1500-120,BM-6500.1500-120,
1060,169,"Errand Running/Shopping Assistance",,,,,,,,Service,PH-3300.1800,PH-3300.1800,
1061,1446,"Pest Information",,,,,,,,Service,JP-6500.6615,JP-6500.6615,
1062,418,"Mental Health Information/Education",,"Mental Health",,,,,,Service,RR-5150,RR-5150,
1063,1356,"Doula Services",,Health,,,,,,Service,LJ-5000.1900,LJ-5000.1900,
1064,491,"Medicaid Appeals/Complaints",,,,,,,,"Named Programs",NL-5000.5000-500,NL-5000.5000-500,
1065,492,"Health Maintenance Organization Complaints",,,,,,,,Service,DD-1500.4280-280,DD-1500.4280-280,
1066,959,"Networking/Relationship Building Support",,,,,,,,Service,TP-5900,TP-5900,
1067,508,"Telephone Service Payment Assistance",,"Emergency Assistance (Utility/Financial Assistance)",,,,,,Service,BV-8900.9300-850,BV-8900.9300-850,modified
1068,961,"Organizational Assessment and Evaluation Support",,,,,,,,Service,TP-6500,TP-6500,
1069,960,"Organizational Planning and Development Support",,,,,,,,Service,TP-6600,TP-6600,
1070,561,"Tourist Information",,,,,,,,Service,BT-8750.8500,BT-8750.8500,
1071,150,"Emergency Shelter",,,,,,,,Service,BH-1800,BH-1800,
1072,1863,"Legal Counseling",,,,,,,,,FP-4000,FP-4000,
1073,643,"Substance Use Disorder Hotlines",,"Mental Health",,,,,,Service,RX-8470.8350,RX-8470.8350,
1074,644,"Kidney Transplants",,Health,,,,,,Service,LT-6200.4300,LT-6200.4300,
1075,889,"Case/Care Management Referrals",,,,,,,,"Organization/Facility Type",PH-2400.1300,PH-2400.1300,
1076,822,"Computer Donation Programs",,,,,,,,Service,TI-1800.6500-150,TI-1800.6500-150,
1077,682,"Cleft Lip/Palate Clinics",,Health,,,,,,Service,LT-1750.1550,LT-1750.1550,
1078,677,"Law Enforcement Agencies",,,,,,,,"Organization/Facility Type",FL,FL,
1079,833,"GLBTQ Helplines",,"LGBTQ Services",,,,,,Service,RP-1500.1400-260,RP-1500.1400-260,modified
1080,664,"Swimming Safety Education",,,,,,,,Service,JR-8200.9500-800,JR-8200.9500-800,
1081,665,"Lifeguard Training",,,,,,,,Service,JR-8200.9500-450,JR-8200.9500-450,
1082,1089,"Caregiver Counseling",,"Mental Health",,,,,,Service,RP-1400.8000-145,RP-1400.8000-145,
1083,1115,"Flu Vaccines",,Health,,,,,,Service,LT-3400.2000,LT-3400.2000,
1084,1118,"Public Health Information/Inspection/Remediation",,,,,,,,Service,JP-6500,JP-6500,
1085,1021,"Computer Distribution Programs",,,,,,,,Service,BM-6000.1500,BM-6000.1500,
1086,1126,"Aging and Disability Resource Centers",,Health,,,,,,"Named Programs",LH-0350,LH-0350,
1087,1127,Talklines/Warmlines,,"Mental Health",,,,,,"Modality/Delivery Format",RF-8380,RF-8380,
1088,1130,"Assistive Technology Equipment Repair",,Health,,,,,,"Modality/Delivery Format",LH-0650.0325,LH-0650.0325,
1089,829,"Immigrant/Refugee Shelters",,,,,,,,"Organization/Facility Type",BH-1800.1500-330,BH-1800.1500-330,
1090,1186,"Veteran Support Groups",,,,,,,,"Organization/Facility Type",PN-8100.4500-850,PN-8100.4500-850,
1091,1137,"Mental Health Courts",,,,,,,,"Organization/Facility Type",FC-8200.8100-500,FC-8200.8100-500,
1092,529,"Psychiatric Services",,"Mental Health",,,,,,Service,RP-6400,RP-6400,
1093,204,"Senior Community Service Employment Programs",,,,,,,,"Named Programs",ND-6500.8000,ND-6500.8000,
1094,7,"Senior Companion Program",,,,,,,,"Named Programs",ND-9200.8000-800,ND-9200.8000-800,
1095,1052,"Employment Preparation",,,,,,,,Service,ND-2000,ND-2000,
1096,732,"Chambers of Commerce",,,,,,,,"Organization/Facility Type",TN-1000.1500,TN-1000.1500,
