id,name,taxonomy_facet,parent_id,parent_name,vocabulary
PL-7400.1550,Cooking Classes,Service,,,
FF-0500.6530,Prison Boot Camps,Organization/Facility Type,,,
FF-0500,Alternative Sentencing/Supervision,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
PN-8100.5000,Mental Health Related Support Groups,Organization/Facility Type,,,
PH-1800.4600,Locator Aids,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
PL-7400.5500,Music Instruction,Service,,,
LR-6400.8000,Sighted Guide Skills Instruction,Service,,,
HD-8000,Public Schools,Organization/Facility Type,,,
HD-0500,Alternative Education,Service,,,
HL-3010.6500,Parent/Family Involvement in Education,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
JR-8200.2100,Firearm Safety Education,Service,,,
PL-7400.6300,Outdoor Environmental Education,Service,,,
PH-6200.4600,Life Skills Education,Service,,,
JR-8200.8500-180,Driving Safety Education,Service,,,
RX-8250.1700,Drug Use Disorder Education/Prevention,Service,,,
RX-8250.0500,Alcohol Use Disorder Education/Prevention,Service,,,
BH-8400,Supportive Housing,Organization/Facility Type,,,
LT-0500.5800,Native American Traditional Healing,Service,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
PH-1000,Case/Care Management,Service,,,
JD-2000.1500,Community/Nature Area Cleanup/Enhancement Projects,Service,,,
PX,Volunteer Opportunities,Service,,,
JP-6500.2000,Environmental Hazards Reporting,Service,,,
LT-0500.8000,Spiritual Healing,Service,,,
FC-8200.8100-650,Probate Courts,Organization/Facility Type,,,
FT-2700,Estate Planning Assistance,Service,,,
LT-3400.1500,Childhood Immunizations,Service,,,
RP,Mental Health Assessment and Treatment,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
PX,Volunteer Opportunities,Service,,,
PX,Volunteer Opportunities,Service,,,
DD-1500.8700,Swimming Pool Complaints,Service,,,
JD-6500.9500,Water Quality Assurance,Service,,,
DD-1500.1055,Body Artist Complaints,Service,,,
HH-3000,Homeless School Transition Programs,Service,,,
BH-1800.1500-700,Runaway/Youth Shelters,Organization/Facility Type,,,
LH-2700.6000,Nutrition Education,Service,,,
LF-7100.2500,General Physical Examinations,Service,,,
LH-2700.9500-100,Community Wellness Programs,Service,,,
FT-4800,Lawyer Referral Services,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
PX,Volunteer Opportunities,Service,,,
PX,Volunteer Opportunities,Service,,,
PX,Volunteer Opportunities,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LV-6400,Otolaryngology,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
PX,Volunteer Opportunities,Service,,,
BH-3000.1800-950,Weatherization Programs,Service,,,
FC-8200.8100-650,Probate Courts,Organization/Facility Type,,,
PN-8100.0200-180,Domestic Violence Support Groups,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
PX,Volunteer Opportunities,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
FC-8200.8100-650,Probate Courts,Organization/Facility Type,,,
FC-8200.1500,Civil State Trial Courts,Organization/Facility Type,,,
LH-6300.4140,Hospital Admissions Departments,Organization/Facility Type,,,
FN-1500.1900-150,Child Abuse Prevention,Service,,,
FF-1900,Ex-Offender Reentry Programs,Service,,,
ND-2000.3480,Job Retraining,Service,,,
TQ-1500,Community Involvement Programs,Service,,,
FN-1500.2570,Identity Theft Prevention,Service,,,
FN-1700.3200,Identity Theft Reporting/Recovery Programs,Service,,,
NL-1000.8100,SSI,Named Programs,,,
NS-1000.8000,Social Security Burial Benefits,Named Programs,,,
NS-1800.8000,Social Security Disability Insurance,Named Programs,,,
NS-7000.8000,Social Security Retirement Benefits,Named Programs,,,
NS-8200.8000,Social Security Survivors Insurance,Named Programs,,,
DF-7000.8250,Social Security Numbers,Service,,,
FN-1700.7800,Social Security Fraud Reporting,Named Programs,,,
NL-1000.8100,SSI,Named Programs,,,
NS-1000.8000,Social Security Burial Benefits,Named Programs,,,
NS-1800.8000,Social Security Disability Insurance,Named Programs,,,
NS-7000.8000,Social Security Retirement Benefits,Named Programs,,,
NS-8200.8000,Social Security Survivors Insurance,Named Programs,,,
DF-7000.8250,Social Security Numbers,Service,,,
FN-1700.7800,Social Security Fraud Reporting,Named Programs,,,
NL-1000.8100,SSI,Named Programs,,,
NS-1000.8000,Social Security Burial Benefits,Named Programs,,,
NS-1800.8000,Social Security Disability Insurance,Named Programs,,,
NS-7000.8000,Social Security Retirement Benefits,Named Programs,,,
NS-8200.8000,Social Security Survivors Insurance,Named Programs,,,
TM-0500,Armed Forces Emergency Services,Service,,,
TH-1500.1700,Disaster Relief/Recovery Organizations,Organization/Facility Type,,,
TH-2600,Disaster Relief Services,Service,,,
TH-2600.1800,Disaster Survivor Inquiries,Service,,,
TL-3650.2000-300,Foreign Disaster Welfare Inquiries,Service,,,
FF-1500.8200,State Prisons,Organization/Facility Type,,,
FF-1500.8200,State Prisons,Organization/Facility Type,,,
FF-1500.8200,State Prisons,Organization/Facility Type,,,
PH-2360.2400,Family Support Centers/Outreach,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
PH-1250.1800,Extended Child Care,Service,,,
PX,Volunteer Opportunities,Service,,,
JD-2000.1500,Community/Nature Area Cleanup/Enhancement Projects,Service,,,
JD-2000.1500,Community/Nature Area Cleanup/Enhancement Projects,Service,,,
PX,Volunteer Opportunities,Service,,,
LJ-2000.6500,Pregnancy Counseling,Service,,,
TJ-3000.8000,Specialized Information and Referral,Service,,,
JP-6500,Public Health Information/Inspection/Remediation,Service,,,
FP-0500.3500,Issue Advocacy,Modality/Delivery Format,,,
RM-6500.1500,Community Mental Health Agencies,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
PL-6400.1500-820,Summer Camps,Service,,,
PN-8100.0200-800,Sexual Assault/Incest Support Groups,Organization/Facility Type,,,
FT-1000.9500,Welfare Rights Assistance,Service,,,
FT-1000.9500,Welfare Rights Assistance,Service,,,
LV-6000.2550,Gynecology Services,Service,,,
PD-7600.0100,Animal Adoption,Service,,,
HD-1800.3000-350,Head Start Sites,Named Programs,,,
LN-5000,Mobile Health Care,Organization/Facility Type,,,
LF-7100.8000,Sports Participation Physical Examinations,Service,,,
LN-8500,Urgent Care Centers,Organization/Facility Type,,,
RP-5000,Mental Health Evaluation,Service,,,
PX,Volunteer Opportunities,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LF-4900.8000,Sexually Transmitted Disease Screening,Service,,,
LJ-2000,Family Planning,Service,,,
LJ-5000.6570,Preconception Care,Service,,,
LJ-8000,Sexuality/Reproductive Health Education,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
LJ-2000.0100-050,Abortions,Service,,,
PX,Volunteer Opportunities,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
LF-4900.2400,HIV Testing,Service,,,
LF-4900.8000,Sexually Transmitted Disease Screening,Service,,,
LJ-2000,Family Planning,Service,,,
LJ-5000.6570,Preconception Care,Service,,,
LJ-8000,Sexuality/Reproductive Health Education,Service,,,
LT-1750.8000,Sexually Transmitted Disease Treatment,Service,,,
LV-6000.2550,Gynecology Services,Service,,,
FT-3200,General Legal Aid,Service,,,
FT-3000,Family Law,Service,,,
FL-6500,Municipal Police,Organization/Facility Type,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
LF-4900.2400,HIV Testing,Service,,,
BT-4500.6500-500,Medical Appointments Transportation,Service,,,
BH-1850,Emergency Shelter Clearinghouses,Organization/Facility Type,,,
BH-1850,Emergency Shelter Clearinghouses,Organization/Facility Type,,,
BT-4500.6500-500,Medical Appointments Transportation,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
BH-1850,Emergency Shelter Clearinghouses,Organization/Facility Type,,,
BT-4500.6500-500,Medical Appointments Transportation,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
PH-0300.0460,Adoption Related Fingerprinting,Service,,,
FN-1500.1955,Firearm Permit Fingerprinting,Service,,,
BH-8400.3000,Homeless Permanent Supportive Housing,Organization/Facility Type,,,
BH-1800.8500,Homeless Shelter,Service,,,
BH-1800.1500,Crisis Shelter,Service,,,
BH-1800.1500-100,Domestic Violence Shelters,Organization/Facility Type,,,
HD-1800.8000,School Readiness Programs,Service,,,
HD-8000.1800-400,Kindergartens,Organization/Facility Type,,,
HL-3010,Instructional Support Services,Service,,,
LF-7000.1730,Developmental Screening,Service,,,
TP-6500.1800-700,Program Evaluation,Service,,,
HD-1800.8000,School Readiness Programs,Service,,,
HL-3010,Instructional Support Services,Service,,,
LF-7000.1730,Developmental Screening,Service,,,
PH-6100.1800-900,Teen Expectant/New Parent Assistance,Service,,,
TP-6500.1800-700,Program Evaluation,Service,,,
HD-1800.8000,School Readiness Programs,Service,,,
HL-3010,Instructional Support Services,Service,,,
LF-7000.1730,Developmental Screening,Service,,,
HD-1800.8000,School Readiness Programs,Service,,,
PH-6100.1800-900,Teen Expectant/New Parent Assistance,Service,,,
TP-6500.1800-700,Program Evaluation,Service,,,
HD-1800.8000,School Readiness Programs,Service,,,
LF-7000.1700,Developmental Assessment,Service,,,
HL-3010,Instructional Support Services,Service,,,
ND-2000.9000,Vocational Assessment,Service,,,
LH-2700.2000-150,CPR Instruction,Service,,,
LH-2700.2000-050,Automated External Defibrillator Training,Service,,,
ND-1600.1700,Employment Related Fingerprinting,Service,,,
ND-1600.6500,Pre-Employment Background Checks,Service,,,
BH-7000.4600-450,Low Income/Subsidized Private Rental Housing,Organization/Facility Type,,,
RX-8450.8000-050,Alcohol Use Disorder Counseling,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
NL-1000.8100-820,SSI Applications,Named Programs,,,
BD-1800.2000-640,Ongoing Emergency Food Assistance,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
LT-2800.3000,Home Health Aide Services,Service,,,
LR-6200.1800,Disability/Rehabilitation Related Occupational Therapy,Service,,,
LR-6600,Physical Therapy,Service,,,
PH-1250.1800,Extended Child Care,Service,,,
PS-9800.9900,Youth Enrichment Programs,Service,,,
DM-1500.1500,Credit Counseling,Service,,,
HH-4500.9500,Youth Literacy Programs,Service,,,
HL-8700.3000,Homework Help Programs,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
PH-6100.1800-650,New Dad Parenting Programs,Service,,,
LH-4000.7000,Reverse Mortgage Programs,Service,,,
PH-1400.4500,Live In Companions,Service,,,
PH-3300.3000,Homemaker Assistance,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RF-2500,Group Counseling,Modality/Delivery Format,,,
RP-1400.8000-070,Anger Management,Service,,,
RP-1400.8000-300,Health/Disability Related Counseling,Service,,,
RP-1400.8000-175,Divorce Counseling,Service,,,
RP-1400.8000-500,Marriage Counseling,Service,,,
RP-1400.8000-805,Sexual Orientation Counseling,Service,,,
PH-0320.3300,In Home Adult Day Programs,Service,,,
PH-1000.4500,Long Term Case/Care Management,Service,,,
RM-6500.5000,Mental Health Drop In Centers,Organization/Facility Type,,,
PN-8100.5000,Mental Health Related Support Groups,Organization/Facility Type,,,
PH-1400.5000-650,Peer Role Model Programs,Service,,,
RM-6500.6500,Private Therapy Practices,Organization/Facility Type,,,
HL-8700.3000,Homework Help Programs,Service,,,
HL-8700.8000,Subject Tutoring,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
HL-2500.8100,Study Skills Assistance,Service,,,
HL-8500.1500,College/University Entrance Examination Preparation,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
ND-2000.1500-160,Career Counseling,Service,,,
FT-1000.8900,Unemployment Insurance Benefits Assistance,Service,,,
LH-2700.6500,Poison Control,Service,,,
LH-2700.1700,Disease/Disability Information,Service,,,
BH-7000.4600-800,Single Room Occupancy Housing,Organization/Facility Type,,,
BH-3900.3050-440,Low Cost Home Rental Listings,Service,,,
RP-6400.1900,Eating Disorders Treatment,Service,,,
RP-1500.1400,Crisis Intervention Hotlines/Helplines,Service,,,
TJ-3000.8500-850,211 Lead Agencies,Organization/Facility Type,,,
RP-1400.8000-020.80,Spouse/Intimate Partner Abuse Counseling,Service,,,
PH-6200.1500,Communication Training,Service,,,
PH-6200.8300,Social Skills Training,Service,,,
RP-1400.8000-050,Adolescent/Youth Counseling,Service,,,
RP-1400.8000-100,Bereavement Counseling,Service,,,
RP-1400.8000-800,Sexual Assault Counseling,Service,,,
RP-1400.8000-270,Geriatric Counseling,Service,,,
LH-3500.0200-600,Navigator Programs,Service,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
RX-8450.8000-050,Alcohol Use Disorder Counseling,Service,,,
RX-8450.8000-180,Drug Use Disorder Counseling,Service,,,
RF-1500,Conjoint Counseling,Modality/Delivery Format,,,
PH-0300.0300,Adoption Counseling and Support,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
BH-1800.1500-080,Domestic Violence Motel Vouchers,Service,,,
PN-8100.0200-180,Domestic Violence Support Groups,Organization/Facility Type,,,
RP-1500.1400-200,Domestic Violence Hotlines,Service,,,
LF-7300.2000-260,Fetal Ultrasound,Service,,,
PN-8100.0500-070,Alcohol Use Disorder Support Groups,Organization/Facility Type,,,
PH-3300.3000,Homemaker Assistance,Service,,,
LV-1600.1700,Dental Hygiene,Service,,,
LV-1600.1300-150,Dental Sealants,Service,,,
LV-1600.1300-200,Fluoride Treatments/Supplements,Service,,,
LV-1600.2400,General Dentistry,Service,,,
LJ-5000.1500,Childbirth Education,Service,,,
PH-0300.0300,Adoption Counseling and Support,Service,,,
PH-0300.0400,Adoption Information/Referrals,Service,,,
RM-6500.6500,Private Therapy Practices,Organization/Facility Type,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
PH-0300.0350,Adoption Evaluation/Placement,Service,,,
PH-6200.8300,Social Skills Training,Service,,,
PH-6200.4600,Life Skills Education,Service,,,
DM-6500,Personal Financial Counseling,Service,,,
PH-1000.4500,Long Term Case/Care Management,Service,,,
PH-1000.8500,Transitional Case/Care Management,Service,,,
RX-1750.5000,Multiple Offender DUI Programs,Service,,,
RX-1750.2000,First Offender DUI Programs,Service,,,
TQ-1500,Community Involvement Programs,Service,,,
RP-5000.6400,Psychological Assessment,Service,,,
LF-4900.2400,HIV Testing,Service,,,
LH-2700.0150,AIDS/HIV Prevention Counseling,Service,,,
PH-1000,Case/Care Management,Service,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RF-2500,Group Counseling,Modality/Delivery Format,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RX-8250,Substance Use Disorder Education/Prevention,Service,,,
RX-8450.8000,Substance Use Disorder Counseling,Service,,,
RX-8450.3300-300,Inpatient Alcohol Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.3300-350,Inpatient Drug Use Disorder Treatment Facilities,Organization/Facility Type,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
LN-1500,Community Clinics,Organization/Facility Type,,,
PL-7000.8900-100,Basketball,Service,,,
PL-7000.8900-800,Soccer,Service,,,
PL-7000.8900-900,Volleyball,Service,,,
PL-7400.0500-260,General Arts and Crafts,Service,,,
PL-7400.1700,Dance Instruction,Service,,,
LV-1600,Dental Care,Service,,,
LV-1600.6400,Pediatric Dentistry,Service,,,
LV-1600.1500,Cosmetic Dentistry,Service,,,
LV-1600.2400,General Dentistry,Service,,,
LV-1600.6300,Oral/Maxillofacial Surgery,Service,,,
LV-1600.6500,Periodontics,Service,,,
LV-1600.6350,Orthodontics,Service,,,
LV-1600.1750-110,Dental Bridges,Service,,,
LV-1600.1750-140,Dental Implants,Service,,,
LV-1600.1980,Endodontics,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
TQ-1500,Community Involvement Programs,Service,,,
BH-7000.8100-300,Limited Equity Housing Cooperatives,Organization/Facility Type,,,
FT-4800,Lawyer Referral Services,Service,,,
LJ-5000.1500-180,Early Pregnancy Classes,Service,,,
LJ-5000.1500-070,Birth Orientation Programs,Service,,,
LJ-5000.1500-070,Birth Orientation Programs,Service,,,
LJ-5000.1500-150,Cesarean Birthing Classes,Service,,,
LJ-5000.1500-650,Prepared Childbirth,Service,,,
LJ-5000.6500,Postpartum Care,Service,,,
LJ-5000.1500-900,Vaginal Birth After Cesarean Classes,Service,,,
LJ-5000.1500-650,Prepared Childbirth,Service,,,
LJ-5000.6500,Postpartum Care,Service,,,
LJ-5000.1500-150,Cesarean Birthing Classes,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
FL-6500,Municipal Police,Organization/Facility Type,,,
BD-5000.8300,Soup Kitchens,Organization/Facility Type,,,
BD-1800.2000-620,Occasional Emergency Food Assistance,Service,,,
FT-6900.2500,Guardianship Assistance,Service,,,
LH-2600.2000-600,Ophthalmology Referrals,Service,,,
LH-2600.2000-600,Ophthalmology Referrals,Service,,,
LJ-5000.1500-800,Sibling Birth Preparation Programs,Service,,,
TQ-1800.1600,Election Information,Service,,,
TQ-1800.8800,Voter Registration Drives,Service,,,
TD-1600.2600,Homelessness Advocacy Groups,Organization/Facility Type,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
PH-1250.1800,Extended Child Care,Service,,,
LH-2700.6000-300,Healthy Eating Programs,Service,,,
PN-8100.0500-900,Weight Related Support Groups,Organization/Facility Type,,,
PN-8100.0500-800,Sexual/Love Addiction Support Groups,Organization/Facility Type,,,
DD-1500.7230-700,Psychiatrist Complaints,Service,,,
TD-1600.3100-550,Mental Health Associations,Organization/Facility Type,,,
DD-1500.7230-720,Psychologist Complaints,Service,,,
LH-2700.6000,Nutrition Education,Service,,,
PL-7400.1550,Cooking Classes,Service,,,
TJ-3200.2500-200,Federal Government Information Lines,Service,,,
TJ-3200.2500-800,State Government Information Lines,Service,,,
LJ-5000.1000,Breastfeeding Support Programs,Service,,,
PH-3300.3000,Homemaker Assistance,Service,,,
PH-3300.6500,Personal Care,Service,,,
RP-6400.8000-660,Psychiatric Rehabilitation,Service,,,
RM-7000.0500,Adult Residential Treatment Facilities,Organization/Facility Type,,,
RM-7000.0500,Adult Residential Treatment Facilities,Organization/Facility Type,,,
DD-2100.1000,Better Business Bureaus,Organization/Facility Type,,,
PH-2000,Employee Assistance Programs,Service,,,
JD-1500.5000-500,Marine Mammal Protection,Service,,,
LH-2700.2000-330,Infant/Child CPR Instruction,Service,,,
JR-8200.6500-350,Infant and Child Safety Education,Service,,,
PH-6100.1800-250,General Expectant/New Parent Assistance Programs,Service,,,
PH-6100.1800-650,New Dad Parenting Programs,Service,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RX-8450.8000-180,Drug Use Disorder Counseling,Service,,,
RP-1400.8000-070,Anger Management,Service,,,
LH-2700.1700,Disease/Disability Information,Service,,,
RX-8450.5000,Medication Assisted Maintenance Treatment for Opioid Use Disorders,Service,,,
TJ-6500,Public Awareness/Education,Service,,,
FF-1500.3300,Immigration Detention Centers,Organization/Facility Type,,,
FT-3500.1500,Citizenship and Immigration Services Offices,Named Programs,,,
DD-1500.7200,Postal Service Complaints,Service,,,
FN-1700.6500,Postal Crime Reporting,Service,,,
PH-1000.4500,Long Term Case/Care Management,Service,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
LV-8000,Sports Medicine,Service,,,
LL-3000.1500,City/County Hospitals,Organization/Facility Type,,,
LH-2700.1700,Disease/Disability Information,Service,,,
PH-1000.4500,Long Term Case/Care Management,Service,,,
PH-1000.4500,Long Term Case/Care Management,Service,,,
PH-1250.1400,Child Care Centers,Organization/Facility Type,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
PH-6200.2000,Family Life Education,Service,,,
PH-2360.2400,Family Support Centers/Outreach,Organization/Facility Type,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
TI-1800.1500-250,General Clothing Donation Programs,Service,,,
BM-6500.1500-100,Baby Clothing,Service,,,
BM-3000.2000-100,Baby Furniture,Service,,,
LT-1750.0650,Asthma Clinics,Service,,,
LV-0500,Allergy Specialty,Service,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
RP-5000.6500,Psychological Testing,Service,,,
TN-1000,Business Associations,Organization/Facility Type,,,
TB-0900.0650-060,Business Consulting Services,Service,,,
JR-8200.3000-650,Poison Safety Education,Service,,,
RP-1400.8000-100,Bereavement Counseling,Service,,,
PL-7000.1600-800,Sailing,Service,,,
HL-8120.7980,Student Disability Services,Service,,,
HL-8120.7980,Student Disability Services,Service,,,
HL-8120.7980,Student Disability Services,Service,,,
HL-8120.7980,Student Disability Services,Service,,,
HL-8120.7980,Student Disability Services,Service,,,
HD-6000.1300,Colleges/Universities,Organization/Facility Type,,,
HL-8120.7980,Student Disability Services,Service,,,
LR-6400.8000,Sighted Guide Skills Instruction,Service,,,
TJ-6500.9500,Workshops/Symposiums,Service,,,
TH-2900.1800-180,Disaster Recovery Centers,Organization/Facility Type,,,
HL-8700.3000,Homework Help Programs,Service,,,
FN-1700.6300,Non-Emergency Crime Reporting,Service,,,
PL-7000,Recreational Activities/Sports,Service,,,
PS-9800.8500,Scouting Programs,Service,,,
PX,Volunteer Opportunities,Service,,,
DM-1500.1500,Credit Counseling,Service,,,
BH-3700.3000,Homebuyer/Home Purchase Counseling,Service,,,
PX,Volunteer Opportunities,Service,,,
TJ-4500.8300-050,Archives,Service,,,
TB-1500,Community Development Corporations,Organization/Facility Type,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RF-1500,Conjoint Counseling,Modality/Delivery Format,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RP-1400.8000-020.80,Spouse/Intimate Partner Abuse Counseling,Service,,,
RP-1400.8000-020.80,Spouse/Intimate Partner Abuse Counseling,Service,,,
RP-1400.8000-070,Anger Management,Service,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
RX-8450.1150-180,Comprehensive Outpatient Drug Use Disorder Treatment,Service,,,
RP-1400.8000-020.80,Spouse/Intimate Partner Abuse Counseling,Service,,,
RP-1400.8000-070,Anger Management,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
LH-2600.6500,Physician Referrals,Service,,,
RX-0400.1850,Drug/Alcohol Testing,Service,,,
RX-0400.1850,Drug/Alcohol Testing,Service,,,
RX-0400.1850,Drug/Alcohol Testing,Service,,,
BH-3700.3000,Homebuyer/Home Purchase Counseling,Service,,,
DM-1800.2000,Mortgage Delinquency and Default Counseling,Programs that provide assistance for people who are unable to ma,,,
FT-3200,General Legal Aid,Service,,,
DM-1800.2000,Mortgage Delinquency and Default Counseling,Programs that provide assistance for people who are unable to ma,,,
PH-1000,Case/Care Management,Service,,,
BH-3500.3400-250,First Time Buyer Home Loans,Service,,,
BH-7000.5100-330,Independent Living Communities/Complexes,Organization/Facility Type,,,
BH-8500.8000,Senior Housing Information and Referral,Service,,,
BH-8400.6000-060,Assisted Living Facilities,Organization/Facility Type,,,
FT-1000.8900,Unemployment Insurance Benefits Assistance,Service,,,
RF-3300,Individual Counseling,Modality/Delivery Format,,,
RF-2000,Family Counseling,Modality/Delivery Format,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
LV-1600,Dental Care,Service,,,
FL-6500,Municipal Police,Organization/Facility Type,,,
LJ-2000.6750,Pregnancy Testing,Service,,,
LF-7300.2000-260,Fetal Ultrasound,Service,,,
RP-1400.8000-650,Parent Counseling,Service,,,
LJ-2000.6500-650,Pro-Choice Pregnancy Counseling,Service,,,
LJ-2000.6500-700,Pro-Life Pregnancy Counseling,Service,,,
PH-0300.0300,Adoption Counseling and Support,Service,,,
PH-6100.6800,Parenting Skills Classes,Service,,,
LT-1750.1700,Dementia Management,Service,,,
PH-3300.3000,Homemaker Assistance,Service,,,
BD-5000.1500,Congregate Meals/Nutrition Sites,Service,,,
BH-3900.3050-180,Elderly/Disabled Home Rental Listings,Service,,,
LT-3000,Hospice Care,Service,,,
LT-6650,Palliative Care,Service,,,
PH-1000,Case/Care Management,Service,,,
PN-8100.1000-250,General Bereavement Support Groups,Organization/Facility Type,,,
PX,Volunteer Opportunities,Service,,,
BH-3800.7000,Rent Payment Assistance,Service,,,
TC-5500.8000,Senior Centers,Organization/Facility Type,,,
TD-1100.1400,Community Action Agencies,Organization/Facility Type,,,
PH-1250.1800,Extended Child Care,Service,,,
PL-6400.1500-820,Summer Camps,Service,,,
TJ-3000.8500-850,211 Lead Agencies,Organization/Facility Type,,,
TJ-3000.8500-850,211 Lead Agencies,Organization/Facility Type,,,
TJ-3000.8500-850,211 Lead Agencies,Organization/Facility Type,,,
LL-6000.8000,Skilled Nursing Facilities,Organization/Facility Type,,,
LR-6200,Occupational Therapy,Service,,,
LR-6600,Physical Therapy,Service,,,
LR-8000.8000-820,Speech Therapy,Service,,,
LT-2800.3000,Home Health Aide Services,Service,,,
FC-8200.3500,Juvenile Courts,Organization/Facility Type,,,
PH-1000.4500,Long Term Case/Care Management,Service,,,
PH-1400,Companionship,Service,,,
PH-3300.3000,Homemaker Assistance,Service,,,
PH-3300.3220,In Home Meal Preparation,Service,,,
PH-7000,Respite Care,Service,,,
PL-7000.1600,Boating,Service,,,
FT-3000.1640,Comprehensive Family Law Services,Service,,,
FT-3000.1640,Comprehensive Family Law Services,Service,,,
FT-8100,Small Claims Advisory Programs,Service,,,
FT-3000.1640,Comprehensive Family Law Services,Service,,,
FP-0700.5000,Mediation,Modality/Delivery Format,,,
FT-3000.1750,Domestic/Family Violence Legal Services,Service,,,
FT-4800,Lawyer Referral Services,Service,,,
FT-3000.1600,Child Support Assistance/Enforcement,Service,,,
FF-0500.1800-350,Juvenile Diversion,Service,,,
FC-9500,Youth Courts,Organization/Facility Type,,,
FC-9500,Youth Courts,Organization/Facility Type,,,
PH-1000,Case/Care Management,Service,,,
FC-8200.8100,Specialized State Courts,Organization/Facility Type,,,
FC-8200.8100,Specialized State Courts,Organization/Facility Type,,,
FJ-1600.6500,Probate Petition Filing Offices,Organization/Facility Type,,,
FP-0700.5000,Mediation,Modality/Delivery Format,,,
FC-8200.8100,Specialized State Courts,Organization/Facility Type,,,
FC-8200.1550,Criminal State Trial Courts,Organization/Facility Type,,,
FJ-6350,Pretrial Service Agencies,Organization/Facility Type,,,
FP-0700.5000,Mediation,Modality/Delivery Format,,,
FF-0500.6550,Probation,Service,,,
FJ-6500,Process Services,Service,,,
RX-8450.1150-150,Comprehensive Outpatient Alcohol Use Disorder Treatment,Service,,,
PL-6400.7000-700,Recreation Centers,Organization/Facility Type,,,
